PUN NAZIV,SKRACENI NAZIV,ADRESA,MATICNI BROJ,PORESKI BROJ,TEKUCI RACUN,PRAVNI OBLIK,DATUM OSNIVANJA,DELATNOST,Telefon,Web,E-mail,OPIS DELATNOSTI,Folder,Pozicija 1,Pozicija 1 Ime,Pozicija 1 Linkedin,Pozicija 1 Telefon,Pozicija 1 Mail,Pozicija 2,Pozicija 2 Ime,Pozicija 2 Linkedin,Pozicija 2 Telefon,Pozicija 2 Mail,Pozicija 3,Pozicija 3 Ime,Pozicija 3 Linkedin,Pozicija 3 Telefon,Pozicija 3 Mail,Pozicija 4,Pozicija 4 Ime,Pozicija 4 Linkedin,Pozicija 4 Telefon,Pozicija 4 Mail,Beleske
ALTECH DRUŠTVO ZA TRGOVINU USLUGE I PROIZVODNJU DOO BEOGRAD,ALTECH DOO,Metohijska 22 11271 Surčin,17373161,100167461,265-1630310003620-22,Društvo sa ograničenom odgovornošću,15.9.1993.,Nespecijalizovana trgovina na veliko,+381 11 425 20 65,, info@alextrade.co.rs,Bave se distribucijom ugradnjom servisiranjem i inženjeringom hidrauličkih i pneumtskih sistema i komponenti. LEX TRADE je ovlašćeni zastupnik renomiranih svetskih kompanija iz oblasti fluidne tehnike.PROIZVODI:HIDRAULIKAPNEUMATIKAPNEUMATSKI I BATERIJSKI ALATIPROCESNA I REGULACIONA OPREMAUREĐAJI ZA FILTRACIJU SVIH TIPOVA ULJAUSLUGE:izrada hidrauličnih i pneumatskih blokovauslužno filtriranje uljaizrada stacionarnih agregata za filtriranje uljaservis pneumatskih komponentiservis hidrauličnih komponentiizrada hidrauličnih agregataiznajmljivanje hidrauličnog alataizrada hidrauličnih creva i ceva po uzorkuuslužno sečenje čeličnih blokovauslužno honovanje cevitestiranje proporcionalnih ventila,NESPECIJALIZOVANA TRGOVINA,General manager,Aleksandar Šerović,https://www.linkedin.com/in/aleksandar-šerović,,aleksandar.serovic@alextrade-co.rs,Mechanical engineer,Danko Marković,https://www.linkedin.com/in/danko-markovic,,,Hydraulic and pneumatic engineer,Petar Jovanović,https://www.linkedin.com/in/petar-jovanovic,,,Project manager,,,,,27-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
PRIVREDNO DRUŠTVO ZA PROIZVODNJU SERVIS USLUGE I TRGOVINU NA VELIKO I MALO AMI DOO NIŠ,AMI DOO NIŠ,BULEVAR SVETOG CARA KONSTANTINA 4. PRILAZ 1 18000 NIŠ,07391013,100620423,220-3330200000308-74,Društvo sa ograničenom odgovornošću,25.2.1999.,Nespecijalizovana trgovina na veliko,+381 18 226 364+381 64 89 00 735,, amiprintnis@gmail.com,Bave se uvozom I trgovinom mašinskih elemenata.PROIZVODI:LežajeviLinearna tehnologijaAluminijumski profiliBrusne ploce rezne ploce i flap diskoviČivije rascepke i beta osiguračiHidraulikaIndustrijski točkovi točkići i šarkeKaiševiKandžaste spojniceKlinoviKM matice i MB osiguračiKrstovi kardana i kardanski programKuglice i valjciLanci LančaniciMazalice kuglicePneumatikaPodloške Šrafovska robaPVC vezice i crevaRemenice kaiševiSegeri SemerinziŠelneZupčaste letve i zupčanici,NESPECIJALIZOVANA TRGOVINA,Direktor,Miloš Ristić,https://www.linkedin.com/in/milos-ristic,,,Direktor održavanja,,,,,Direktor kvaliteta,,,,,Project manager,,,,,27-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
PRIVREDNO DRUŠTVO ANAVI TOPTIM D.O.O. BEOGRAD (NOVI BEOGRAD),ANAVI TOPTIM D.O.O.,ŽIVOJINA VAJARA LUKIĆA 11 13 11070 NOVI BEOGRAD,07900953,100826975,170-0030002618007-30,Društvo sa ograničenom odgovornošću,30.4.1992.,Nespecijalizovana trgovina na veliko,011 260 77 55,, info@anavi.rs,Bave se uvozom i distribucijom gumeno-tehničkih proizvoda pre svega remenja svih vrsta I namena filtera kao I proizvodnjom transportnih traka I kaiševa specijalne namene.,NESPECIJALIZOVANA TRGOVINA,Vlasnik,Zoran Maksimović,https://www.linkedin.com/in/zoran-maksimovic,,,Sales Officer,Ivana Jovičić,https://www.linkedin.com/in/ivana-jovičić,,,Direktor kvaliteta,,,,,Project manager,,,,,27-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
Beoven TEC D.o.o. Preduzeće za trgovinu inženjering i konsalting Beograd-Novi Beograd,Beoven TEC D.o.o.,Jurija Gagarina 53 11070 NOVI BEOGRAD,20951443,108200653,160-0053700022060-24,Društvo sa ograničenom odgovornošću,23.8.2013.,Nespecijalizovana trgovina na veliko,,, info@beoven.com,Bave se obradom metala plastike i gume za potrebe mašinske industrije.USLUGE:MAŠINSKA OBRADAEROZIMATIPRERADA LIMAPRERADA PLASTIKEIZRADA ALATAIZRADA POSTROJENJAPROJEKTOVANJE,NESPECIJALIZOVANA TRGOVINA,Direktor,Dejan Milutinović,https://www.linkedin.com/in/dejan-milutinovic,+381 65 216 30 83+39 346 690 73 67,dejan@beoven.com,Zamenik direktora,Guido Cibola,,+381 64 571 20 96,guido.cibola@beoven.com,Tehniki director,Rade Komatović,,,rade@beoven.com,Logistika,Goran Milutinović,,+381 65 281 07 43,goran@beoven.com,11-04-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
PRIVREDNO DRUŠTVO ZA PRODAJU I SERVIS MAŠINA ZA OBRADU METALA CHI-TECH DOO POCERSKI PRIČINOVIĆ,CHI-TECH DOO,Roberta Tolingera 108 15000 ŠABAC,21448532,111246892,220-0730200001816-14,Društvo sa ograničenom odgovornošću,22.1.2019.,Trgovina na veliko alatnim mašinama,+381 65 360 35 05+381 15 343 350,, info@chitech.rs,Lansirali su sopstveni brend mašina pod nazivom CHI-TECH.PROIZVODI:Fiber laseriAparati za lasersko zavarivanjeSistemi za sečenje komprimovanim vazduhom,NESPECIJALIZOVANA TRGOVINA,Direktor proizvodnje,,,,,Prodaja,Branko Mitrović?,,+381 65 360 35 05,,Direktor kvaliteta,,,,,Project manager,,,,,27-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
CWG BALKAN DOO BEOGRAD (SAVSKI VENAC),CWG BALKAN DOO BEOGRAD,AUGUSTA CESARCA 35 Savski venacVOJVODE STEPE 482 b Voždovac 11000 BEOGRAD,20066091,103985030,265-1630310010024-16,Društvo sa ograničenom odgovornošću,27.7.2005.,Nespecijalizovana trgovina na veliko,+ 381 11 30 97 917+381 11 3946-207,, office@cwg.rs,Osnovna delatnost firme je proizvodnja i prodaja visokokvalitetnih uređaja opreme i materijala koji se koriste u tretmanu voda.USLUGE:Prečišćavanje vodeOmekšavanje vodeServisi i delovi uređajaHemikalije i filtracioni materijali,NESPECIJALIZOVANA TRGOVINA,CEO,Ivan Stevanović,https://www.linkedin.com/in/ivan-stevanovic,,,Water treatment engineer,Miloš Milovanović,https://www.linkedin.com/in/milos-milovanovic,,,Mechanical Engineer,Milovan Boljanović,https://www.linkedin.com/in/milovan-boljanovic,,,Project manager,Miro Rabrenović,https://www.linkedin.com/in/miro-rabrenovic,,,28-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
PREDUZEĆE ZA TRGOVINU I USLUGE DAMIBA TRADE DOO BEOGRAD (ZVEZDARA),DAMIBA TRADE D.O.O. BEOGRAD,BULEVAR KRALJA ALEKSANDRA 249 11050 BEOGRAD-ZVEZDARA,17402633,102180462,170-0000300279200-08,Društvo sa ograničenom odgovornošću,17.5.2002.,Nespecijalizovana trgovina na veliko,+381 11 26 42 777+381 11 26 42 888 +381 065 99 123 00,, ,Zastupanje I prodaja:FLIR Systems USA- temovizijske IC kamere/ optoelektronske komponente / multisistemi za nadzorAGM Global USA- termovizijske IC kamereUslužne delatnosti:Uslužna termografska ispitivanja u skladu saISO standardomOrganizacija međunarodno sertifikovanih kurseva iz termografije,NESPECIJALIZOVANA TRGOVINA,Chief Executive Officer,Vladimir Babić,https://www.linkedin.com/in/vladimir-babić-damiba-group,,vladi.babic@gmail.com,Technical Consultant,Kristina Nešić,https://www.linkedin.com/in/kristina-nesic,,,Direktor kvaliteta,,,,,Project manager,,,,,28-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
DEMAX PREDUZEĆE ZA TRGOVINU I USLUGE EXPORT-IMPORT DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU OSTRUŽNICA,DEMAX DOO BEOGRAD OSTRUŽNICA,GROBLJANSKA 3 11251 Ostružnica Beograd,06316280,101012958,160-0053700070685-37,Društvo sa ograničenom odgovornošću,13.4.1992.,Nespecijalizovana trgovina na veliko,+381 11 2650 999,, office@demaxbg.com,Sve vrste ručnih alata reznog alata mernog alata električnih mašina dizalica merne instrumente. Poseban deo naše firme čine rezni alati gde možemo da ponudimo kompletna rešenja i tehničku podršku.PROIZVODI:REZNI ALATRUČNI ALATELEKTRIČNI ALATPNEUMATSKI ALATMERNI ALATDIZALICEPRIBOR,NESPECIJALIZOVANA TRGOVINA,Technical Support and Sales,Igor Vostinić,https://www.linkedin.com/in/igor-vostinic,,,Director,Miloš Talić,https://www.linkedin.com/in/milos-talic,,,Direktor kvaliteta,,,,,Project manager,,,,,28-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
EPH FERO DOO PREDUZEĆE ZA PROIZVODNJU I PROMET ROBA I USLUGA TRGOVINU NA VELIKO I MALO UVOZ I IZVOZ BEOGRAD,EPH FERO DOO BEOGRAD,Radnička 54 11000 BEOGRAD,17587838,103593206,220-1930200002246-96,Društvo sa ograničenom odgovornošću,25.10.2004.,Trgovina na veliko alatnim mašinama,011 25 20 209,, ephfero@eunet.rs,Uvoz I prodaja alatnih mašina za obradu lima. Nude širok asortiman mašina od makaza apkant presa panč presa mašina za kružno savijanje lima i profila mašina za izradu ventilacionih kanala do laserskih CO2 i fiber sistema za sečenje lima.PROIZVODI:Apkant preseMašine za sečenje limaPanč preseLaseri za sečenje limaMašine za kružno savijanje limaMašine za kružno savijanje profilaMašine za savijanje ceviAutomatske linije za bušenje profilaMašine za sečenje plazmomHidrauličke preseMašine za izradu ventilacionih kanalaLimarske mašineKombinovane mašine za isecanje i probijanje,NESPECIJALIZOVANA TRGOVINA,Direktor,Milorad Jelisavčić,,+381 63 369 043+381 65 369 00 43,,Mašinski inženjer,Vesna Nikodijević,,+381 63 80 200 27+381 65 80 200 27,,Direktor kvaliteta,,,,,Project manager,,,,,28-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
FLUID-MOLD SISTEMI DOO JAGODINA,FLUID-MOLD SISTEMI DOO JAGODINA,Kneginje Milice 119 35000 JAGODINA,20472103,105848347,160-0053700002361-48,Društvo sa ograničenom odgovornošću,28.10.2008.,Nespecijalizovana trgovina na veliko,+381 35 245 287+381 63 628 687,, office@fluidmold.rs,Kompanija Fluid Mold Sistemi je specijalizovana za trgovinu i inženjering aktivnosti u oblastima industrijske automatizacije i procesne tehnike. Specijalizovana rešenja sistem-integracije i automatizacije proizvodnih procesa na bazi primene industriske pneumatike hidraulike robotike i programabilnih sistema upravljanja. pecijalizovani smo za inženjering aktivnosti u domenu termoelektrana hidroelektrana rafinerija vodovoda pivara cementara i sličnih procesnih industrija.NAPOMENA: povezani sa kompanijom SCHIEBEL COMPONENTS DOO JAGODINA,NESPECIJALIZOVANA TRGOVINA,Direktor,Gvozden Dželatović,,,,Direktor održavanja,,,,,Direktor kvaliteta,,,,,Project manager,,,,,07-04-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
GTS ADRIATIC D.O.O. NOVI SAD,GTS ADRIATIC D.O.O.,DONJE SAJLOVO 140 21000 Novi Sad,20843675,107647876,170-0030032083000-84,Društvo sa ograničenom odgovornošću,10.7.2012.,Nespecijalizovana trgovina na veliko,021 232 11 94,, office@gts-adriatic.rs,Rešenja u oblasti industrijskog obeležavanja  inspekcije proizvoda pakovanje magacinskog poslovanja automatizacije procesa ( prehrambena automobilska farmaceutska duvanska industrija ekstruzije kablova / žica…).,NESPECIJALIZOVANA TRGOVINA,CEO,Zoran Dedeić,https://www.linkedin.com/in/zoran-dedeić,,,Project manager,Jovo Vučijak,,+381 60 440 8818,jvucijak@gts-adriatic.rs,Automation Engineer,Mario Horvat Cinger,https://www.linkedin.com/in/mario-horvat-cinger,,,Sales Manager,Mane Žigić,https://www.linkedin.com/in/mane-žigić,,,28-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
HALDER DOO BEOGRAD,Halder d.o.o.,BULEVAR NIKOLE TESLE 30A 11080 ZEMUNMilice MIljojković 2 34000 KRAGUJEVAC,20386177,105450574,330-0070100064985-93,Društvo sa ograničenom odgovornošću,21.2.2008.,Nespecijalizovana trgovina na veliko,034/332-415,info@halder.rs,,PROIZVODI:- Standardni elementi- Stezna tehnika- Alatničarsto- Automatizacija- Ručni alat- HTZ oprema- Tehnička hemija- Vijčani program- Proizvodi po branšama,NESPECIJALIZOVANA TRGOVINA,Industrijski inženjer prodaje,Srdjan Lazarević (Kragujevac),,+381 65 582 91 66,srdjan.lazarevic@halder.rs,Direktor,Boban Stefanović,,,,Professional Mechanical Engineer,Darko Pavlović,,,,Project manager,,,,,16-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
INGOMONT DOO DRUŠTVO ZA INŽENJERING PROMET I USLUGE BEOGRAD,INGOMONT DOO BEOGRAD,Kneginje Zorke 16 Beorad,17079867,100176446,330-0000004014421-55,Firma sa ograničenom odgovornošću,5.7.1995,Nespecijalizovana trgovina na veliko,+381 11 3442630+381 11 3449303,office@ingomont.rs,,Firma „Ingomont“ je osnovana 1995. godine kao preduzeće za industrijski inženjering. Osnovna delatnost preduzeća je projektovanje i izrada alata za preradu plastike i metala kao i izrada gotovih proizvoda od metala plastike i gume. Najveći deo aktivnosti predstavlja projektovanje konstrukcija i praćenje izrade alata i delovaKoriste CAD/CAM tehnologiju za projektovanje i izradu tehničke dokumentacije„Ingomont“ je zvanični zastupnik firme „HASCO“ koja je evropski proizvođač standardnih elemenata alata i pribora za preradu plastike i metala i zvanični predstavnici kompanije „AMF“ koja se bavi proizvodnjom mehaničkih hidrauličkih i pneumatskih stega brzih stega i pomoćnog ručnog alata.,NESPECIJALIZOVANA TRGOVINA,Direktor,Nikola Komatović,https://www.linkedin.com/in/nikola-komatović,+381 69 3581 455,,Direktor održavanja,,,,,Direktor kvaliteta,,,,,Project manager,,,,,29-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
INTEHNA - BEO PRIVREDNO DRUŠTVO ZA TRGOVINU I PROIZVODNJU DOO BEOGRAD (ZEMUN),INTEHNA - BEO DOO BEOGRAD,IKARBUS 3 NOVA 19 11080 ZEMUN,17484826,102884237,325-9601500001221-05,Društvo sa ograničenom odgovornošću,19.3.2003.,Trgovina na veliko metalima i metalnim rudama,+381 11 341 90 92- Beograd+381 34 332 362- Kragujevac,, info@intehna.rs,Bave se prodajom alata namenjenog proizvodnji i preradi metala građevinarstvu staklarskoj i drvnoj industriji.PROIZVODI:alati za struganje glodanje bušenje i odrezivanje proizvedeni od brzoreznih čelika i tvrdih metala prihvatni i stezni alati dijamantske CBN i korund brusne i rezne ploče namenjene za metaloprerađivačku građevinsku drvnu i staklarsku industriju žica filteri smola rezervni delovi i ostali pribor za erozimate merni instrumenti alati za ručo obaranje ivica dijamanti i CBN alati sistemi za hlađenjePredstavništvo Kragujevac:Dragoslava Srejovića 2334000 Kragujevactel.: +381 34 332 362e-mail:aleksandar.z@intehna.rs,NESPECIJALIZOVANA TRGOVINA,Direktor,Jožef Menard,,,,Tehnički predstavnik,Miroslav Intehna,https://www.linkedin.com/in/miroslav-intehna,,,Finance and Accounting Manager,Aleksandra (Vasic) Broceta,https://www.linkedin.com/in/aleksandra-broceta,,,Project manager,,,,,29-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
INTERMERKUR MACHINERY&SERVICES DOO ZA POSREDOVANJE SPOLJNU I UNUTRAŠNJU TRGOVINU BEOGRAD-NOVI BEOGRAD,INTERMERKUR MACHINERY&SERVICES DOO BEOGRAD,PANTE TUTUNDŽIĆA 3 PRIZEMLJE 1 11070 NOVI BEOGRAD,20593415,106398647,325-9500500479153-83,Društvo sa ograničenom odgovornošću,11.12.2009.,Nespecijalizovana trgovina na veliko,+381 11 369 2792,, info@intermerkur.rs,Intermerkur Machinery & Services je spoljnotrgovinska kompanija i opunomoćeni zastupnik renomiranih švajcarskih nemačkih italijanskih i turskih firmi proizvođača preciznih alatnih mašina industrijskih postrojenja i specijalnih mašina za metalsku i auto industriju.,NESPECIJALIZOVANA TRGOVINA,Direktor,Vladimir Ivanović,,+381 63 850 65 58,vladimir.ivanovic@intermerkur.rs,Direktor održavanja,,,,,Direktor kvaliteta,,,,,Project manager,,,,,21-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
KSB PUMPE I ARMATURE DOO BEOGRAD (ZEMUN),KSB PUMPE I ARMATURE DOO BEOGRAD-ZEMUN,Ugrinovački Put 36 deo 6 11283 ALTINA Beograd,20055901,103948775,170-0000301183528-65,Društvo sa ograničenom odgovornošću,17.5.2005.,Trgovina na veliko ostalim mašinama i opremom,/ / info@ksb-servis.rspredrag.nikolic@ksb-servis.rs,+381 11 31431 96+381 62 242 572,,Kompanija je specijalizovana za prodaju pumpi ventila sistema i usluga iz oblasti industrije otpadnih voda građevinske tehnologije i energetikeUSLUGE:projektovanja pumpnog sistemaservis i podrška nakon prodaje,NESPECIJALIZOVANA TRGOVINA,Direktor,Marijan ŠilovićPredrag Ćorac,,,,Area Sales Manager,Damir Obradović,https://www.linkedin.com/in/damir-obradovic,,,Direktor kvaliteta,,,,,Project manager,,,,,21-42-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
LABSYS SRB DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU BEOGRAD-ZVEZDARA,LABSYS SRB D.O.O. BEOGRAD,ČINGRIJINA 13/108 11050 BEOGRAD-ZVEZDARA,21259365,109877456,265-6250310000322-08,Društvo sa ograničenom odgovornošću,27.1.2017.,Trgovina na veliko ostalim mašinama i opremom,+381 11 430 02 00,, labsys@labsys.rs,Bave se proizvodnjom laboratorijske opreme i zastupanjem svetskih brendova iz te oblasti.PROIZVODI:Analitiko-laboratorijski instrumentiOprema za testiranje materijalaProcesna proizvodnjaKontrola,NESPECIJALIZOVANA TRGOVINA,Ponude i upiti,Bojan Štamcar,,+381 60 677 26 52,bojan.stamcar@labsys.r,Direktor,Samo Djuzič,https://www.linkedin.com/in/samo-djuzi%C4%8D,,samo.djuzic@labsys.rs,Direktor kvaliteta,,,,,Project manager,,,,,29-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
Labtim SE d.o.o. Beograd-Novi Beograd,LABTIM SE,Tošin bunar 181A 11070 Novi Beograd,21663603,112389852,160-6000001614244-42,Društvo sa ograničenom odgovornošću,12.3.2021,Trgovina na veliko ostalim mašinama I opremom,+381 (0)11 770 5550,www.labtim.rs , info@labtim.rs,Instrumenti za karakterizaciju materijala mehaničko ispitivanje materijala i sistemi organske sinteze automatski ekstraktori i isparivači.,NESPECIJALIZOVANA TRGOVINA,Managing director, Daliborka Crnogorac,,+381 11 770 5550,,Sales Representative,Nenad Šebek,https://www.linkedin.com/in/nenad-šebek,,,Field Service Engineer,Ivan Lazić,https://www.linkedin.com/in/ivan-lazic,,,Project manager,,,,,29-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
MASTERTEH DOO BEOGRAD,MASTERTEH DOO BEOGRAD,Borhesova 11 a 11080 ZEMUN,20302313,105043961,265-1620310003453-88,Društvo sa ograničenom odgovornošću,22.6.2007.,Nespecijalizovana trgovina na veliko,+381 65 2969935+381 11 3143073,, office@masterteh.rs,Masterteh d.o.o je vodeći snabdevač industrijskih delova za održavanje u oblasti pneumatskih I hidrauličkih sistema filterske tehnike senzorike I vision sistema.,NESPECIJALIZOVANA TRGOVINA,Generalni director,Jasmina Dragutinović Šerović,https://www.linkedin.com/in/jasmina-dragutinović-šerović,,,Executive manager,Predrag Komlenac,https://www.linkedin.com/in/predrag-komlenac,,,Direktor kvaliteta,,,,,Project manager,,,,,30-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
Preduzeće za trgovinu MECATECH INDUSTRY DOO LAPOVO,MECATECH INDUSTRY DOO LAPOVO,Beogradska 6 34220 LAPOVO,21037974,108632355,160-0053700094355-31,Društvo sa ograničenom odgovornošću,14.8.2014.,Trgovina na veliko ostalim mašinama i opremom,+ 381 34 863 141,, ,PROIZVODI:Nove CNC mašine Polovne CNC mašineCNC alatiCNC dodatna opremaUSLUGE:Obrada metalnih delovaProizvodni kapaciteti do 1000000 komada,NESPECIJALIZOVANA TRGOVINA,Direktor,Radomir Zlatković,,,,Direktor održavanja,,,,,Direktor kvaliteta,,,,,Project manager,,,,,30-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
